term,subject,course_number,course_code_full,course_title,units,course_info,sec,class_number,section_uid,no_material_cost,reserve_capacity,class_notes_ref,type,days,time,open_seats,location,instructor,comment
Summer_2026,EDSP,355A,EDSP 355A,COLLABORATIVE PARTNERSHIPS,3,,01,10362,Summer_2026|EDSP 355A|01|10362,FALSE,\N,305,LEC,NA,NA,available,ONLINE-ONLY,Staff,Class instruction is: Asynch. Online-No Meet Times.
Summer_2026,EDSP,355B,EDSP 355B,COLLABORATIVE PARTNERSHIPS SEC,3,,01,10031,Summer_2026|EDSP 355B|01|10031,FALSE,\N,305,LEC,NA,NA,available,ONLINE-ONLY,Staff,Class instruction is: Asynch. Online-No Meet Times.
